total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,0.9733,0.0267,272.49,312.07,319.2,0.9012,0.5867,9,2302.6671409606934,0.051712,0.176,pass,pass,pass
